iShares Russell 2000 ETF
Fund Holdings as of,"Oct 21, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"279,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"FLOC","FLOWCO HOLDINGS INC CLASS A","Energy","Equity","7,256,313.12","0.01","7,256,313.12","475,512.00","15.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAND","GLADSTONE LAND REIT CORP","Real Estate","Equity","7,231,265.60","0.01","7,231,265.60","810,680.00","8.92","United States","NASDAQ","USD","1.00","USD","-"
"ANNX","ANNEXON INC","Health Care","Equity","7,203,137.86","0.01","7,203,137.86","2,301,322.00","3.13","United States","NASDAQ","USD","1.00","USD","-"
"WOOF","PETCO HEALTH AND WELLNESS COMPANY","Consumer Discretionary","Equity","7,198,245.00","0.01","7,198,245.00","1,919,532.00","3.75","United States","NASDAQ","USD","1.00","USD","-"
"GCO","GENESCO INC","Consumer Discretionary","Equity","7,200,440.62","0.01","7,200,440.62","242,113.00","29.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIDS","ORTHOPEDIATRICS CORP","Health Care","Equity","7,185,079.55","0.01","7,185,079.55","401,289.00","17.91","United States","NASDAQ","USD","1.00","USD","-"
"VLGEA","VILLAGE SUPER MARKET INC CLASS A","Consumer Staples","Equity","7,179,932.16","0.01","7,179,932.16","221,023.00","32.48","United States","NASDAQ","USD","1.00","USD","-"
"KFS","KINGSWAY FINANCIAL SERVICES INC","Financials","Equity","7,163,395.85","0.01","7,163,395.85","488,969.00","14.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADCT","ADC THERAPEUTICS SA","Health Care","Equity","7,160,895.49","0.01","7,160,895.49","1,733,873.00","4.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEFB","GREIF INC CLASS B","Materials","Equity","7,128,881.70","0.01","7,128,881.70","114,190.00","62.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BOC","BOSTON OMAHA CORP CLASS A","Communication","Equity","7,120,935.95","0.01","7,120,935.95","514,147.00","13.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRPH","FRP HOLDINGS INC","Real Estate","Equity","7,111,498.82","0.01","7,111,498.82","280,754.00","25.33","United States","NASDAQ","USD","1.00","USD","-"
"FNLC","FIRST BANCORP INC","Financials","Equity","7,095,445.24","0.01","7,095,445.24","281,342.00","25.22","United States","NASDAQ","USD","1.00","USD","-"
"RRBI","RED RIVER BANCSHARES INC","Financials","Equity","7,077,923.55","0.01","7,077,923.55","109,143.00","64.85","United States","NASDAQ","USD","1.00","USD","-"
"IPI","INTREPID POTASH INC","Materials","Equity","7,052,862.08","0.01","7,052,862.08","258,536.00","27.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNDA","VANDA PHARMACEUTICALS INC","Health Care","Equity","7,026,574.75","0.01","7,026,574.75","1,328,275.00","5.29","United States","NASDAQ","USD","1.00","USD","-"
"MVIS","MICROVISION INC","Information Technology","Equity","6,990,312.00","0.01","6,990,312.00","5,825,260.00","1.20","United States","NASDAQ","USD","1.00","USD","-"
"SMLR","SEMLER SCIENTIFIC INC","Health Care","Equity","6,976,098.79","0.01","6,976,098.79","296,729.00","23.51","United States","NASDAQ","USD","1.00","USD","-"
"AGL","AGILON HEALTH","Health Care","Equity","6,932,725.52","0.01","6,932,725.52","7,371,319.00","0.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DSGR","DISTRIBUTION SOLUTIONS GROUP INC","Industrials","Equity","6,928,158.90","0.01","6,928,158.90","231,711.00","29.90","United States","NASDAQ","USD","1.00","USD","-"
"MOV","MOVADO GROUP INC","Consumer Discretionary","Equity","6,896,054.40","0.01","6,896,054.40","369,960.00","18.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCMI","NATIONAL CINEMEDIA INC","Communication","Equity","6,885,813.62","0.01","6,885,813.62","1,586,593.00","4.34","United States","NASDAQ","USD","1.00","USD","-"
"NEWT","NEWTEKONE INC","Financials","Equity","6,842,785.60","0.01","6,842,785.60","632,128.00","10.82","United States","NASDAQ","USD","1.00","USD","-"
"MNPR","MONOPAR THERAPEUTICS INC","Health Care","Equity","6,844,692.20","0.01","6,844,692.20","88,148.00","77.65","United States","NASDAQ","USD","1.00","USD","-"
"DNUT","KRISPY KREME INC","Consumer Discretionary","Equity","6,786,658.48","0.01","6,786,658.48","1,829,288.00","3.71","United States","NASDAQ","USD","1.00","USD","-"
"FSBW","FS BANCORP INC","Financials","Equity","6,784,127.84","0.01","6,784,127.84","176,624.00","38.41","United States","NASDAQ","USD","1.00","USD","-"
"PDLB","PONCE FINANCIAL GROUP INC","Financials","Equity","6,752,011.88","0.01","6,752,011.88","462,625.00","14.60","United States","NASDAQ","USD","1.00","USD","-"
"ORGO","ORGANOGENESIS HOLDINGS INC CLASS A","Health Care","Equity","6,710,559.02","0.01","6,710,559.02","1,648,786.00","4.07","United States","NASDAQ","USD","1.00","USD","-"
"NECB","NORTHEAST COMMUNITY BANCORP INC","Financials","Equity","6,692,942.96","0.01","6,692,942.96","330,679.00","20.24","United States","NASDAQ","USD","1.00","USD","-"
"ZEUS","OLYMPIC STEEL INC","Materials","Equity","6,686,871.00","0.01","6,686,871.00","230,980.00","28.95","United States","NASDAQ","USD","1.00","USD","-"
"CIO","CITY OFFICE REIT INC","Real Estate","Equity","6,666,336.72","0.01","6,666,336.72","957,807.00","6.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRNT","GRANITE RIDGE RESOURCES INC","Energy","Equity","6,648,392.50","0.01","6,648,392.50","1,290,950.00","5.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OOMA","OOMA INC","Information Technology","Equity","6,635,539.44","0.01","6,635,539.44","587,736.00","11.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLQT","SELECTQUOTE INC","Financials","Equity","6,617,823.30","0.01","6,617,823.30","3,342,335.00","1.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BYND","BEYOND MEAT INC","Consumer Staples","Equity","6,580,222.42","0.01","6,580,222.42","1,817,741.00","3.62","United States","NASDAQ","USD","1.00","USD","-"
"STRT","STRATTEC SECURITY CORP","Consumer Discretionary","Equity","6,576,931.70","0.01","6,576,931.70","96,805.00","67.94","United States","NASDAQ","USD","1.00","USD","-"
"HVT","HAVERTY FURNITURE COMPANIES INC","Consumer Discretionary","Equity","6,527,313.29","0.01","6,527,313.29","321,701.00","20.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NGS","NATURAL GAS SERVICES GROUP INC","Energy","Equity","6,528,146.25","0.01","6,528,146.25","239,565.00","27.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRRO","KORRO BIO INC","Health Care","Equity","6,472,389.28","0.01","6,472,389.28","156,187.00","41.44","United States","NASDAQ","USD","1.00","USD","-"
"CZFS","CITIZENS FINANCIAL SERVICES INC","Financials","Equity","6,460,366.00","0.01","6,460,366.00","114,040.00","56.65","United States","NASDAQ","USD","1.00","USD","-"
"AVNW","AVIAT NETWORKS INC","Information Technology","Equity","6,461,872.04","0.01","6,461,872.04","278,349.00","23.22","United States","NASDAQ","USD","1.00","USD","-"
"BRBS","BLUE RIDGE BANKSHARES INC","Financials","Equity","6,455,955.50","0.01","6,455,955.50","1,501,385.00","4.30","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"UIS","UNISYS CORP","Information Technology","Equity","6,445,988.64","0.01","6,445,988.64","1,705,288.00","3.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HYLN","HYLIION HOLDINGS CORP","Industrials","Equity","6,420,039.75","0.01","6,420,039.75","2,986,065.00","2.15","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"NPCE","NEUROPACE INC","Health Care","Equity","6,398,523.95","0.01","6,398,523.95","593,005.00","10.79","United States","NASDAQ","USD","1.00","USD","-"
"CDZI","CADIZ INC","Utilities","Equity","6,351,709.24","0.01","6,351,709.24","1,317,782.00","4.82","United States","NASDAQ","USD","1.00","USD","-"
"FSTR","LB FOSTER","Industrials","Equity","6,338,514.00","0.01","6,338,514.00","236,600.00","26.79","United States","NASDAQ","USD","1.00","USD","-"
"WOW","WIDEOPENWEST INC","Communication","Equity","6,328,340.60","0.01","6,328,340.60","1,228,804.00","5.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TBCH","TURTLE BEACH CORP","Information Technology","Equity","6,325,700.44","0.01","6,325,700.44","390,958.00","16.18","United States","NASDAQ","USD","1.00","USD","-"
"PKBK","PARKE BANCORP INC","Financials","Equity","6,313,611.20","0.01","6,313,611.20","303,539.00","20.80","United States","NASDAQ","USD","1.00","USD","-"
"PCB","PCB BANCORP","Financials","Equity","6,297,671.92","0.01","6,297,671.92","306,307.00","20.56","United States","NASDAQ","USD","1.00","USD","-"
"TOI","ONCOLOGY INSTITUTE INC","Health Care","Equity","6,243,575.28","0.01","6,243,575.28","1,465,628.00","4.26","United States","NASDAQ","USD","1.00","USD","-"
"NNOX","NANO X IMAGING LTD","Health Care","Equity","6,242,795.76","0.01","6,242,795.76","1,530,097.00","4.08","Israel","NASDAQ","USD","1.00","USD","-"
"LDI","LOANDEPOT INC CLASS A","Financials","Equity","6,234,315.33","0.01","6,234,315.33","2,004,603.00","3.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRY","BERRY","Energy","Equity","6,234,845.58","0.01","6,234,845.58","1,872,326.00","3.33","United States","NASDAQ","USD","1.00","USD","-"
"VUZI","VUZIX CORP","Information Technology","Equity","6,221,080.15","0.01","6,221,080.15","1,574,957.00","3.95","United States","NASDAQ","USD","1.00","USD","-"
"DENN","DENNYS CORP","Consumer Discretionary","Equity","6,207,255.00","0.01","6,207,255.00","1,241,451.00","5.00","United States","NASDAQ","USD","1.00","USD","-"
"FVR","FRONTVIEW REIT INC","Real Estate","Equity","6,189,136.25","0.01","6,189,136.25","450,119.00","13.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOCO","EL POLLO LOCO INC","Consumer Discretionary","Equity","6,187,466.88","0.01","6,187,466.88","649,944.00","9.52","United States","NASDAQ","USD","1.00","USD","-"
"AURA","AURA BIOSCIENCES INC","Health Care","Equity","6,175,740.96","0.01","6,175,740.96","1,009,108.00","6.12","United States","NASDAQ","USD","1.00","USD","-"
"SLP","SIMULATIONS PLUS INC","Health Care","Equity","6,176,573.12","0.01","6,176,573.12","396,952.00","15.56","United States","NASDAQ","USD","1.00","USD","-"
"TSBK","TIMBERLAND BANCORP INC","Financials","Equity","6,178,409.35","0.01","6,178,409.35","192,055.00","32.17","United States","NASDAQ","USD","1.00","USD","-"
"EGAN","EGAIN CORP","Information Technology","Equity","6,179,794.56","0.01","6,179,794.56","419,823.00","14.72","United States","NASDAQ","USD","1.00","USD","-"
"ALMS","ALUMIS INC","Health Care","Equity","6,129,936.48","0.01","6,129,936.48","1,321,107.00","4.64","United States","NASDAQ","USD","1.00","USD","-"
"OM","OUTSET MEDICAL INC","Health Care","Equity","6,130,935.54","0.01","6,130,935.54","401,502.00","15.27","United States","NASDAQ","USD","1.00","USD","-"
"QTRX","QUANTERIX CORP","Health Care","Equity","6,113,721.90","0.01","6,113,721.90","1,008,865.00","6.06","United States","NASDAQ","USD","1.00","USD","-"
"EGHT","8X8 INC","Information Technology","Equity","6,073,410.80","0.01","6,073,410.80","3,196,532.00","1.90","United States","NASDAQ","USD","1.00","USD","-"
"ONIT","ONITY GROUP INC","Financials","Equity","6,051,163.02","0.01","6,051,163.02","160,978.00","37.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BH","BIGLARI HOLDINGS INCINARY CLASS B","Consumer Discretionary","Equity","6,052,194.90","0.01","6,052,194.90","16,710.00","362.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLBC","PLUMAS BANCORP","Financials","Equity","6,037,428.18","0.01","6,037,428.18","145,726.00","41.43","United States","NASDAQ","USD","1.00","USD","-"
"VTEX","VTEX CLASS A","Information Technology","Equity","6,018,225.00","0.01","6,018,225.00","1,383,500.00","4.35","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OPFI","OPPFI INC CLASS A","Financials","Equity","6,003,395.62","0.01","6,003,395.62","602,146.00","9.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACRE","ARES COMMERCIAL REAL ESTATE REIT C","Financials","Equity","5,981,963.66","0.01","5,981,963.66","1,297,606.00","4.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LILA","LIBERTY LATIN AMERICA LTD CLASS A","Communication","Equity","5,982,355.36","0.01","5,982,355.36","726,014.00","8.24","United States","NASDAQ","USD","1.00","USD","-"
"RNGR","RANGER ENERGY SERVICES INC CLASS A","Energy","Equity","5,961,697.52","0.01","5,961,697.52","456,136.00","13.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASLE","AERSALE CORP","Industrials","Equity","5,962,964.80","0.01","5,962,964.80","777,440.00","7.67","United States","NASDAQ","USD","1.00","USD","-"
"MASS","908 DEVICES INC","Information Technology","Equity","5,952,549.80","0.01","5,952,549.80","678,740.00","8.77","United States","NASDAQ","USD","1.00","USD","-"
"MCHB","MECHANICS BANCORP CLASS A","Financials","Equity","5,953,887.72","0.01","5,953,887.72","438,108.00","13.59","United States","NASDAQ","USD","1.00","USD","-"
"LMNR","LIMONEIRA","Consumer Staples","Equity","5,902,846.75","0.01","5,902,846.75","400,193.00","14.75","United States","NASDAQ","USD","1.00","USD","-"
"RMR","RMR GROUP INC CLASS A","Real Estate","Equity","5,903,061.50","0.01","5,903,061.50","392,230.00","15.05","United States","NASDAQ","USD","1.00","USD","-"
"CAPR","CAPRICOR THERAPEUTICS INC","Health Care","Equity","5,900,059.62","0.01","5,900,059.62","926,226.00","6.37","United States","NASDAQ","USD","1.00","USD","-"
"AVIR","ATEA PHARMACEUTICALS INC","Health Care","Equity","5,888,965.11","0.01","5,888,965.11","1,789,959.00","3.29","United States","NASDAQ","USD","1.00","USD","-"
"CRCT","CRICUT INC CLASS A","Consumer Discretionary","Equity","5,894,467.80","0.01","5,894,467.80","1,155,778.00","5.10","United States","NASDAQ","USD","1.00","USD","-"
"IRWD","IRONWOOD PHARMA INC CLASS A","Health Care","Equity","5,876,972.40","0.01","5,876,972.40","3,767,290.00","1.56","United States","NASDAQ","USD","1.00","USD","-"
"SB","SAFE BULKERS INC","Industrials","Equity","5,869,082.68","0.01","5,869,082.68","1,371,281.00","4.28","Monaco","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MEI","METHODE ELECTRONICS INC","Information Technology","Equity","5,871,742.96","0.01","5,871,742.96","824,683.00","7.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PACK","RANPAK HOLDINGS CORP CLASS A","Materials","Equity","5,853,099.00","0.01","5,853,099.00","1,114,876.00","5.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSBF","WATERSTONE FINANCIAL INC","Financials","Equity","5,841,373.87","0.01","5,841,373.87","393,889.00","14.83","United States","NASDAQ","USD","1.00","USD","-"
"CIA","CITIZENS INC CLASS A","Financials","Equity","5,829,232.59","0.01","5,829,232.59","1,061,791.00","5.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABEO","ABEONA THERAPEUTICS INC","Health Care","Equity","5,818,783.61","0.01","5,818,783.61","1,063,763.00","5.47","United States","NASDAQ","USD","1.00","USD","-"
"TH","TARGET HOSPITALITY CORP","Consumer Discretionary","Equity","5,784,403.53","0.01","5,784,403.53","789,141.00","7.33","United States","NASDAQ","USD","1.00","USD","-"
"ISTR","INVESTAR HOLDING CORP","Financials","Equity","5,788,632.98","0.01","5,788,632.98","250,157.00","23.14","United States","NASDAQ","USD","1.00","USD","-"
"AMCX","AMC NETWORKS CLASS A INC","Communication","Equity","5,783,237.04","0.01","5,783,237.04","779,412.00","7.42","United States","NASDAQ","USD","1.00","USD","-"
"PESI","PERMA FIX ENVIRONMENTAL SERVICES I","Industrials","Equity","5,776,027.27","0.01","5,776,027.27","409,357.00","14.11","United States","NASDAQ","USD","1.00","USD","-"
"FEIM","FREQUENCY ELECTRONICS INC","Information Technology","Equity","5,690,840.35","0.01","5,690,840.35","158,035.00","36.01","United States","NASDAQ","USD","1.00","USD","-"
"LXEO","LEXEO THERAPEUTICS INC","Health Care","Equity","5,691,696.00","0.01","5,691,696.00","592,885.00","9.60","United States","NASDAQ","USD","1.00","USD","-"
"NATR","NATURES SUNSHINE PRODUCTS INC","Consumer Staples","Equity","5,680,988.32","0.01","5,680,988.32","395,612.00","14.36","United States","NASDAQ","USD","1.00","USD","-"
"MBX","MBX BIOSCIENCES INC","Health Care","Equity","5,681,097.01","0.01","5,681,097.01","371,071.00","15.31","United States","NASDAQ","USD","1.00","USD","-"
"USNA","USANA HEALTH SCIENCES INC","Consumer Staples","Equity","5,683,210.29","0.01","5,683,210.29","270,243.00","21.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VYGR","VOYAGER THERAPEUTICS INC","Health Care","Equity","5,659,125.29","0.01","5,659,125.29","1,138,657.00","4.97","United States","NASDAQ","USD","1.00","USD","-"
"OMDA","OMADA HEALTH INC","Health Care","Equity","5,618,942.08","0.01","5,618,942.08","223,684.00","25.12","United States","NASDAQ","USD","1.00","USD","-"
"JMSB","JOHN MARSHALL BANCORP INC","Financials","Equity","5,613,208.00","0.01","5,613,208.00","295,432.00","19.00","United States","NASDAQ","USD","1.00","USD","-"
"LFMD","LIFEMD INC","Health Care","Equity","5,565,093.20","0.01","5,565,093.20","901,960.00","6.17","United States","NASDAQ","USD","1.00","USD","-"
"EVEX","EVE HOLDING INC","Industrials","Equity","5,530,009.50","0.01","5,530,009.50","1,228,891.00","4.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTK","FLOTEK INDUSTRIES INC","Materials","Equity","5,518,099.70","0.01","5,518,099.70","341,678.00","16.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABL","ABACUS GLOBAL MANAGEMENT INC CLASS","Financials","Equity","5,498,198.55","0.01","5,498,198.55","939,863.00","5.85","United States","NASDAQ","USD","1.00","USD","-"
"ALEC","ALECTOR INC","Health Care","Equity","5,489,215.56","0.01","5,489,215.56","1,710,036.00","3.21","United States","NASDAQ","USD","1.00","USD","-"
"CDXS","CODEXIS INC","Health Care","Equity","5,491,044.84","0.01","5,491,044.84","1,989,509.00","2.76","United States","NASDAQ","USD","1.00","USD","-"
"RMNI","RIMINI STREET INC","Information Technology","Equity","5,491,248.00","0.01","5,491,248.00","1,225,725.00","4.48","United States","NASDAQ","USD","1.00","USD","-"
"BNTC","BENITEC BIOPHARMA INC","Health Care","Equity","5,479,582.42","0.01","5,479,582.42","345,497.00","15.86","United States","NASDAQ","USD","1.00","USD","-"
"REFI","CHICAGO ATLANTIC REAL ESTATE FINAN","Financials","Equity","5,458,974.32","0.01","5,458,974.32","418,633.00","13.04","United States","NASDAQ","USD","1.00","USD","-"
"PBYI","PUMA BIOTECHNOLOGY INC","Health Care","Equity","5,451,754.66","0.01","5,451,754.66","1,054,498.00","5.17","United States","NASDAQ","USD","1.00","USD","-"
"MPAA","MOTORCAR PARTS OF AMERICA INC","Consumer Discretionary","Equity","5,452,195.32","0.01","5,452,195.32","332,046.00","16.42","United States","NASDAQ","USD","1.00","USD","-"
"ARQ","ARQ INC","Materials","Equity","5,456,848.35","0.01","5,456,848.35","780,665.00","6.99","United States","NASDAQ","USD","1.00","USD","-"
"CADL","CANDEL THERAPEUTICS INC","Health Care","Equity","5,429,955.87","0.01","5,429,955.87","989,063.00","5.49","United States","NASDAQ","USD","1.00","USD","-"
"RICK","RCI HOSPITALITY HOLDINGS INC","Consumer Discretionary","Equity","5,407,208.17","0.01","5,407,208.17","191,677.00","28.21","United States","NASDAQ","USD","1.00","USD","-"
"HSHP","HIMALAYA SHIPPING LTD","Industrials","Equity","5,401,177.39","0.01","5,401,177.39","682,829.00","7.91","Norway","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATEX","ANTERIX INC","Communication","Equity","5,390,226.60","0.01","5,390,226.60","264,876.00","20.35","United States","NASDAQ","USD","1.00","USD","-"
"OSUR","ORASURE TECHNOLOGIES INC","Health Care","Equity","5,374,725.84","0.01","5,374,725.84","1,809,672.00","2.97","United States","NASDAQ","USD","1.00","USD","-"
"VMD","VIEMED HEALTHCARE INC","Health Care","Equity","5,376,289.14","0.01","5,376,289.14","787,158.00","6.83","United States","NASDAQ","USD","1.00","USD","-"
"JOUT","JOHNSON OUTDOORS INC CLASS A","Consumer Discretionary","Equity","5,294,930.01","0.01","5,294,930.01","122,653.00","43.17","United States","NASDAQ","USD","1.00","USD","-"
"USAU","US GOLD CORP","Materials","Equity","5,287,551.48","0.01","5,287,551.48","302,838.00","17.46","United States","NASDAQ","USD","1.00","USD","-"
"MEC","MAYVILLE ENGINEERING COMPANY INC","Industrials","Equity","5,290,141.56","0.01","5,290,141.56","336,523.00","15.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRST","PRIMIS FINANCIAL CORP","Financials","Equity","5,276,482.20","0.01","5,276,482.20","532,978.00","9.90","United States","NASDAQ","USD","1.00","USD","-"
"FDBC","FIDELITY D AND D BANCORP INC","Financials","Equity","5,247,554.62","0.01","5,247,554.62","120,274.00","43.63","United States","NASDAQ","USD","1.00","USD","-"
"SNWV","SANUWAVE HEALTH INC","Health Care","Equity","5,223,723.92","0.01","5,223,723.92","172,514.00","30.28","United States","NASDAQ","USD","1.00","USD","-"
"ENTA","ENANTA PHARMACEUTICALS INC","Health Care","Equity","5,224,057.83","0.01","5,224,057.83","474,483.00","11.01","United States","NASDAQ","USD","1.00","USD","-"
"HCAT","HEALTH CATALYST INC","Health Care","Equity","5,203,163.70","0.01","5,203,163.70","1,636,215.00","3.18","United States","NASDAQ","USD","1.00","USD","-"
"OPRT","OPORTUN FINANCIAL CORP","Financials","Equity","5,195,994.03","0.01","5,195,994.03","946,447.00","5.49","United States","NASDAQ","USD","1.00","USD","-"
"GETY","GETTY IMAGES HOLDINGS INC CLASS A","Communication","Equity","5,167,792.00","0.01","5,167,792.00","2,583,896.00","2.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUMA","HUMACYTE INC","Health Care","Equity","5,159,427.44","0.01","5,159,427.44","2,982,328.00","1.73","United States","NASDAQ","USD","1.00","USD","-"
"LVWR","LIVEWIRE GROUP INC","Consumer Discretionary","Equity","5,157,149.03","0.01","5,157,149.03","869,671.00","5.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCYO","PURE CYCLE CORP","Utilities","Equity","5,143,893.56","0.01","5,143,893.56","466,778.00","11.02","United States","NASDAQ","USD","1.00","USD","-"
"MBCN","MIDDLEFIELD BANC CORP","Financials","Equity","5,132,176.24","0.01","5,132,176.24","179,384.00","28.61","United States","NASDAQ","USD","1.00","USD","-"
"WTI","W AND T OFFSHORE INC","Energy","Equity","5,134,421.25","0.01","5,134,421.25","2,433,375.00","2.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"III","INFORMATION SERVICES GROUP INC","Information Technology","Equity","5,136,550.74","0.01","5,136,550.74","913,977.00","5.62","United States","NASDAQ","USD","1.00","USD","-"
"MITT","AG MORTGAGE INVESTMENT TRUST REIT","Financials","Equity","5,101,675.15","0.01","5,101,675.15","713,521.00","7.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","Jul 23, 2021"
"ASUR","ASURE SOFTWARE INC","Industrials","Equity","5,089,663.01","0.01","5,089,663.01","593,893.00","8.57","United States","NASDAQ","USD","1.00","USD","-"
"PDYN","PALLADYNE AI CORP","Industrials","Equity","5,072,310.72","0.01","5,072,310.72","587,073.00","8.64","United States","NASDAQ","USD","1.00","USD","-"
"CRMT","AMERICAS CAR MART INC","Consumer Discretionary","Equity","5,054,067.80","0.01","5,054,067.80","181,801.00","27.80","United States","NASDAQ","USD","1.00","USD","-"
"CRDA","CRAWFORD CLASS A","Financials","Equity","5,036,372.88","0.01","5,036,372.88","467,196.00","10.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLTK","PLAYTIKA HOLDING CORP","Communication","Equity","5,017,775.82","0.01","5,017,775.82","1,370,977.00","3.66","United States","NASDAQ","USD","1.00","USD","-"
"TBRG","TRUBRIDGE INC","Health Care","Equity","5,009,466.38","0.01","5,009,466.38","251,227.00","19.94","United States","NASDAQ","USD","1.00","USD","-"
"KRT","KARAT PACKAGING INC","Industrials","Equity","4,998,148.79","0.01","4,998,148.79","195,929.00","25.51","United States","NASDAQ","USD","1.00","USD","-"
"TECX","TECTONIC THERAPEUTIC INC","Health Care","Equity","4,982,520.24","0.01","4,982,520.24","262,376.00","18.99","United States","NASDAQ","USD","1.00","USD","-"
"FC","FRANKLIN COVEY","Industrials","Equity","4,952,417.28","0.01","4,952,417.28","257,536.00","19.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TG","TREDEGAR CORP","Materials","Equity","4,930,127.02","0.01","4,930,127.02","653,863.00","7.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYS","PAYSIGN INC","Financials","Equity","4,912,178.16","0.01","4,912,178.16","867,876.00","5.66","United States","NASDAQ","USD","1.00","USD","-"
"BSVN","BANK7 CORP","Financials","Equity","4,887,920.93","0.01","4,887,920.93","114,713.00","42.61","United States","NASDAQ","USD","1.00","USD","-"
"IMMR","IMMERSION CORP","Information Technology","Equity","4,881,780.36","0.01","4,881,780.36","689,517.00","7.08","United States","NASDAQ","USD","1.00","USD","-"
"HRTX","HERON THERAPEUTICS INC","Health Care","Equity","4,883,622.90","0.01","4,883,622.90","3,756,633.00","1.30","United States","NASDAQ","USD","1.00","USD","-"
"LOVE","LOVESAC COMPANY","Consumer Discretionary","Equity","4,846,127.28","0.01","4,846,127.28","321,788.00","15.06","United States","NASDAQ","USD","1.00","USD","-"
"TRUE","TRUECAR INC","Communication","Equity","4,848,221.44","0.01","4,848,221.44","1,986,976.00","2.44","United States","NASDAQ","USD","1.00","USD","-"
"FBLA","FB BANCORP INC","Financials","Equity","4,836,157.56","0.01","4,836,157.56","404,361.00","11.96","United States","NASDAQ","USD","1.00","USD","-"
"LRMR","LARIMAR THERAPEUTICS INC","Health Care","Equity","4,836,872.04","0.01","4,836,872.04","1,127,476.00","4.29","United States","NASDAQ","USD","1.00","USD","-"
"RCKY","ROCKY BRANDS INC","Consumer Discretionary","Equity","4,824,158.58","0.01","4,824,158.58","168,559.00","28.62","United States","NASDAQ","USD","1.00","USD","-"
"BKTI","BK TECHNOLOGIES CORP","Information Technology","Equity","4,828,025.50","0.01","4,828,025.50","71,315.00","67.70","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"DMAC","DIAMEDICA THERAPEUTICS INC","Health Care","Equity","4,828,555.18","0.01","4,828,555.18","729,389.00","6.62","United States","NASDAQ","USD","1.00","USD","-"
"SGHT","SIGHT SCIENCES INC","Health Care","Equity","4,830,890.04","0.01","4,830,890.04","936,219.00","5.16","United States","NASDAQ","USD","1.00","USD","-"
"INSE","INSPIRED ENTERTAINMENT INC","Consumer Discretionary","Equity","4,819,363.40","0.01","4,819,363.40","610,046.00","7.90","United States","NASDAQ","USD","1.00","USD","-"
"ACRS","ACLARIS THERAPEUTICS INC","Health Care","Equity","4,811,205.70","0.01","4,811,205.70","2,021,515.00","2.38","United States","NASDAQ","USD","1.00","USD","-"
